Date,Price,Open,High,Low
2022-03-17,2812.29,2773.80,2832.61,2747.06
2022-03-16,2773.94,2617.43,2787.12,2603.80
2022-03-15,2617.43,2589.54,2667.61,2510.75
2022-03-14,2589.30,2516.75,2608.68,2500.12
2022-03-13,2516.75,2569.80,2600.65,2494.59
2022-03-12,2569.80,2556.96,2612.33,2555.85
2022-03-11,2556.96,2606.50,2670.05,2525.20
2022-03-10,2606.50,2726.94,2731.37,2559.90
2022-03-09,2726.94,2577.21,2772.09,2569.13
2022-03-08,2577.21,2492.53,2623.99,2483.29
2022-03-07,2492.53,2549.40,2645.41,2447.74
2022-03-06,2549.40,2665.42,2673.19,2542.19
2022-03-05,2665.42,2622.15,2684.50,2592.07
2022-03-04,2622.15,2834.78,2835.94,2575.63
2022-03-03,2834.91,2947.03,2967.90,2789.87
2022-03-02,2947.14,2975.80,3041.84,2914.70
2022-03-01,2975.81,2922.44,3036.59,2858.54
2022-02-28,2922.50,2616.34,2949.44,2574.12
2022-02-27,2616.34,2779.55,2834.61,2562.94
2022-02-26,2776.96,2767.58,2856.01,2734.56
2022-02-25,2767.53,2596.52,2830.31,2573.39
2022-02-24,2596.52,2578.54,2732.02,2303.07
2022-02-23,2578.15,2637.38,2749.80,2578.15
2022-02-22,2636.13,2569.19,2663.01,2501.40
2022-02-21,2569.87,2619.32,2755.58,2560.24
2022-02-20,2619.32,2763.97,2764.46,2577.52
2022-02-19,2763.81,2779.44,2829.20,2699.70
2022-02-18,2779.56,2893.78,2943.14,2754.15
2022-02-17,2894.03,3122.33,3159.83,2855.66
2022-02-16,3118.90,3182.32,3184.88,3045.92
2022-02-15,3182.27,2929.29,3193.18,2912.61
2022-02-14,2929.31,2871.06,2963.70,2834.13
2022-02-13,2870.25,2917.16,2952.94,2838.29
2022-02-12,2917.10,2927.64,2984.72,2858.85
2022-02-11,2927.63,3071.80,3136.33,2880.60
2022-02-10,3071.83,3243.73,3277.36,3058.59
2022-02-09,3243.62,3115.91,3266.41,3055.95
2022-02-08,3115.88,3139.65,3228.86,3029.70
2022-02-07,3140.18,3056.29,3185.77,2995.59
2022-02-06,3056.20,3013.75,3073.23,2957.16
2022-02-05,3013.81,2994.74,3058.88,2963.11
2022-02-04,2994.99,2692.80,2994.99,2671.72
2022-02-03,2692.80,2680.66,2723.97,2579.80
2022-02-02,2681.00,2787.16,2809.57,2618.07
2022-02-01,2787.16,2686.82,2808.60,2676.32
2022-01-31,2686.82,2602.71,2704.64,2478.85
2022-01-30,2602.77,2600.12,2636.04,2543.99
2022-01-29,2600.02,2545.95,2632.51,2520.14
2022-01-28,2545.95,2424.66,2556.34,2362.53
2022-01-27,2424.66,2462.25,2515.19,2317.30
2022-01-26,2461.41,2458.07,2719.32,2405.66
2022-01-25,2458.07,2441.01,2504.32,2352.36
2022-01-24,2441.01,2540.81,2540.81,2161.55
2022-01-23,2540.81,2412.52,2547.19,2373.85
2022-01-22,2412.52,2570.67,2621.21,2311.80
2022-01-21,2571.29,3000.21,3032.69,2471.80
2022-01-20,3004.72,3084.48,3270.71,2989.19
2022-01-19,3083.65,3160.15,3173.63,3049.30
2022-01-18,3160.15,3209.43,3242.47,3084.48
2022-01-17,3209.35,3346.63,3356.45,3142.40
2022-01-16,3346.59,3326.50,3388.22,3276.44
2022-01-15,3327.74,3307.84,3369.95,3265.41
2022-01-14,3307.90,3241.95,3341.24,3195.65
2022-01-13,3238.03,3370.87,3407.98,3234.97
2022-01-12,3370.89,3238.22,3406.79,3208.00
2022-01-11,3237.89,3084.64,3262.78,3053.40
2022-01-10,3085.43,3150.27,3179.96,2931.68
2022-01-09,3150.30,3079.89,3210.34,3060.47
2022-01-08,3080.02,3198.14,3244.46,3001.76
2022-01-07,3195.31,3407.22,3413.26,3077.30
2022-01-06,3407.77,3536.15,3550.19,3306.14
2022-01-05,3535.86,3784.47,3846.44,3418.46
2022-01-04,3789.52,3764.62,3889.07,3715.24
2022-01-03,3764.24,3830.70,3849.50,3682.48
2022-01-02,3830.67,3765.67,3851.16,3718.33
2022-01-01,3765.67,3677.69,3775.20,3675.75
2021-12-31,3677.85,3709.38,3812.01,3623.74
2021-12-30,3709.57,3629.33,3767.93,3589.64
2021-12-29,3627.93,3792.95,3825.97,3607.20
2021-12-28,3791.69,4036.86,4036.86,3760.86
2021-12-27,4036.24,4062.02,4125.22,4033.04
2021-12-26,4061.27,4093.38,4104.23,4005.38
2021-12-25,4093.14,4043.60,4136.03,4024.87
2021-12-24,4043.39,4110.20,4133.77,4024.24
2021-12-23,4110.14,3979.57,4149.17,3895.89
2021-12-22,3979.54,4016.25,4072.40,3944.15
2021-12-21,4016.59,3944.03,4058.76,3915.56
2021-12-20,3938.80,3925.46,3978.66,3757.42
2021-12-19,3925.34,3959.90,4025.36,3890.90
2021-12-18,3959.83,3878.20,3993.05,3769.91
2021-12-17,3878.29,3957.12,3993.87,3702.33
2021-12-16,3956.62,4019.57,4108.24,3955.46
2021-12-15,4019.24,3860.51,4090.15,3649.69
2021-12-14,3861.55,3782.12,3879.43,3690.06
2021-12-13,3781.94,4131.47,4141.27,3673.19
2021-12-12,4131.78,4078.17,4173.21,3988.29
2021-12-11,4075.66,3903.52,4094.92,3836.92
2021-12-10,3903.48,4107.20,4226.79,3894.03
2021-12-09,4107.69,4435.74,4482.89,4078.14
2021-12-08,4435.74,4307.08,4449.69,4229.63
2021-12-07,4307.08,4351.36,4424.20,4259.45
2021-12-06,4353.31,4194.95,4373.23,3922.65
2021-12-05,4194.80,4118.27,4247.38,4036.00
2021-12-04,4123.46,4219.30,4237.56,3533.02
2021-12-03,4219.30,4512.90,4646.73,4047.07
2021-12-02,4512.90,4583.28,4629.75,4437.53
2021-12-01,4583.28,4628.72,4778.14,4525.33
2021-11-30,4628.90,4443.22,4749.12,4349.21
2021-11-29,4443.22,4296.98,4456.82,4280.18
2021-11-28,4296.98,4095.16,4297.63,3980.24
2021-11-27,4094.80,4037.06,4183.02,4029.06
2021-11-26,4034.53,4520.30,4548.10,3917.43
2021-11-25,4520.30,4270.73,4549.74,4248.90
2021-11-24,4273.54,4340.23,4372.83,4172.19
2021-11-23,4340.23,4086.73,4384.75,4064.17
2021-11-22,4086.95,4268.07,4311.46,4026.75
2021-11-21,4268.08,4409.02,4422.60,4246.20
2021-11-20,4408.85,4295.27,4434.27,4206.75
2021-11-19,4295.43,3996.29,4305.41,3978.08
2021-11-18,4001.87,4290.31,4342.74,3958.44
2021-11-17,4290.88,4208.29,4298.30,4071.01
2021-11-16,4208.16,4562.97,4562.97,4115.31
2021-11-15,4562.98,4625.71,4769.38,4543.47
2021-11-14,4625.59,4644.40,4692.76,4514.95
2021-11-13,4644.61,4665.76,4705.02,4585.37
2021-11-12,4667.31,4720.50,4807.16,4511.96
2021-11-11,4720.87,4633.98,4778.17,4578.66
2021-11-10,4634.03,4731.83,4864.06,4498.78
2021-11-09,4731.83,4808.34,4836.69,4715.43
2021-11-08,4808.38,4612.05,4822.97,4612.05
2021-11-07,4612.06,4517.27,4634.39,4502.70
2021-11-06,4517.36,4475.00,4526.75,4330.29
2021-11-05,4475.00,4534.96,4569.31,4439.67
2021-11-04,4535.11,4601.93,4604.83,4421.87
2021-11-03,4602.21,4586.96,4661.88,4458.87
2021-11-02,4586.06,4320.85,4598.38,4287.36
2021-11-01,4320.85,4287.41,4376.94,4157.51
2021-10-31,4287.56,4322.00,4393.61,4169.48
2021-10-30,4320.65,4413.70,4428.41,4250.24
2021-10-29,4413.70,4284.90,4458.30,4268.21
2021-10-28,4284.90,3921.54,4289.80,3896.33
2021-10-27,3921.93,4130.06,4299.61,3914.06
2021-10-26,4129.51,4219.92,4291.98,4098.19
2021-10-25,4219.92,4082.68,4234.76,4069.94
2021-10-24,4082.80,4168.80,4184.00,3965.84
2021-10-23,4168.85,3970.94,4169.33,3938.79
2021-10-22,3970.94,4053.89,4164.11,3896.40
2021-10-21,4054.16,4160.51,4366.91,4029.48
2021-10-20,4159.89,3876.76,4168.12,3830.26
2021-10-19,3876.78,3745.46,3884.34,3733.78
2021-10-18,3747.60,3848.64,3892.01,3685.82
2021-10-17,3845.47,3827.55,3917.56,3664.63
2021-10-16,3827.55,3869.05,3967.43,3804.55
2021-10-15,3866.90,3790.34,3904.91,3735.21
2021-10-14,3790.41,3607.36,3820.47,3588.24
2021-10-13,3607.28,3491.08,3612.04,3416.00
2021-10-12,3489.90,3541.49,3545.35,3404.49
2021-10-11,3545.06,3414.93,3622.53,3381.43
2021-10-10,3415.03,3574.52,3599.18,3409.22
2021-10-09,3574.20,3559.96,3626.11,3541.40
2021-10-08,3559.42,3586.91,3668.35,3537.24
