Date,Price,Open,High,Low
2019-06-18,0.30,0.30,0.31,0.30
2019-06-17,0.30,0.32,0.32,0.30
2019-06-16,0.32,0.33,0.33,0.31
2019-06-15,0.33,0.32,0.34,0.32
2019-06-14,0.32,0.31,0.33,0.30
2019-06-13,0.31,0.32,0.32,0.30
2019-06-12,0.32,0.33,0.33,0.31
2019-06-11,0.32,0.34,0.34,0.32
2019-06-10,0.34,0.33,0.35,0.31
2019-06-09,0.33,0.33,0.34,0.30
2019-06-08,0.33,0.37,0.38,0.33
2019-06-07,0.37,0.37,0.38,0.37
2019-06-06,0.37,0.38,0.39,0.36
2019-06-05,0.38,0.40,0.40,0.35
2019-06-04,0.40,0.42,0.44,0.38
2019-06-03,0.42,0.37,0.44,0.35
2019-06-02,0.37,0.32,0.38,0.31
2019-06-01,0.32,0.30,0.33,0.29
2019-05-31,0.30,0.30,0.31,0.29
2019-05-30,0.30,0.31,0.32,0.28
2019-05-29,0.31,0.33,0.34,0.30
2019-05-28,0.33,0.35,0.35,0.33
2019-05-27,0.35,0.35,0.36,0.34
2019-05-26,0.35,0.36,0.38,0.32
2019-05-25,0.36,0.31,0.37,0.30
2019-05-24,0.31,0.34,0.35,0.25
2019-05-23,0.34,0.36,0.36,0.32
2019-05-22,0.36,0.40,0.41,0.32
2019-05-21,0.40,0.33,0.43,0.30
2019-05-20,0.33,0.47,0.48,0.22
2019-05-19,0.47,0.49,0.51,0.47
2019-05-18,0.49,0.51,0.51,0.46
2019-05-17,0.51,0.51,0.55,0.45
2019-05-16,0.51,0.56,0.56,0.49
2019-05-15,0.56,0.49,0.59,0.46
2019-05-14,0.49,0.39,0.51,0.35
2019-05-13,0.39,0.49,0.52,0.39
2019-05-12,0.49,0.45,0.54,0.44
2019-05-11,0.45,0.57,0.57,0.42
2019-05-10,0.57,0.64,0.70,0.42
2019-05-09,0.63,0.69,0.74,0.61
2019-05-08,0.69,0.58,0.73,0.52
2019-05-07,0.58,0.65,0.66,0.54
2019-05-06,0.66,0.56,0.69,0.54
2019-05-05,0.56,0.44,0.59,0.40
2019-05-04,0.44,0.37,0.44,0.37
2019-05-03,0.37,0.39,0.40,0.36
2019-05-02,0.39,0.34,0.40,0.33
2019-05-01,0.34,0.30,0.34,0.30
2019-04-30,0.30,0.32,0.32,0.30
2019-04-29,0.32,0.27,0.34,0.26
2019-04-28,0.27,0.27,0.28,0.26
2019-04-27,0.27,0.25,0.28,0.25
2019-04-26,0.25,0.27,0.29,0.22
2019-04-25,0.27,0.25,0.29,0.23
2019-04-24,0.25,0.26,0.27,0.17
2019-04-23,0.26,0.31,0.31,0.26
2019-04-22,0.31,0.32,0.35,0.30
2019-04-21,0.32,0.41,0.42,0.27
2019-04-20,0.41,0.32,0.43,0.31
2019-04-19,0.32,0.28,0.35,0.24
2019-04-18,0.28,0.37,0.38,0.23
2019-04-17,0.37,0.18,0.45,0.18
2019-04-16,0.18,0.12,0.19,0.12
2019-04-15,0.12,0.09,0.14,0.09
2019-04-14,0.09,0.07,0.10,0.07
2019-04-13,0.07,0.07,0.08,0.07
2019-04-12,0.07,0.06,0.08,0.06
2019-04-11,0.06,0.06,0.07,0.06
2019-04-10,0.06,0.06,0.06,0.06
2019-04-09,0.06,0.06,0.06,0.06
2019-04-08,0.06,0.06,0.07,0.06
2019-04-07,0.06,0.06,0.06,0.06
2019-04-06,0.06,0.06,0.06,0.06
2019-04-05,0.06,0.06,0.06,0.06
2019-04-04,0.06,0.06,0.06,0.06
2019-04-03,0.06,0.06,0.06,0.06
2019-04-02,0.06,0.05,0.07,0.05
2019-04-01,0.05,0.05,0.05,0.05
2019-03-31,0.05,0.05,0.06,0.05
2019-03-30,0.05,0.05,0.05,0.05
2019-03-29,0.05,0.05,0.05,0.05
2019-03-28,0.05,0.05,0.06,0.05
2019-03-27,0.05,0.05,0.05,0.05
2019-03-26,0.05,0.05,0.05,0.05
2019-03-25,0.05,0.05,0.06,0.05
2019-03-24,0.05,0.05,0.06,0.05
2019-03-23,0.05,0.06,0.06,0.05
2019-03-22,0.06,0.06,0.06,0.06
2019-03-21,0.06,0.06,0.06,0.06
2019-03-20,0.06,0.06,0.06,0.06
2019-03-19,0.06,0.06,0.06,0.06
2019-03-18,0.06,0.06,0.06,0.06
2019-03-17,0.06,0.06,0.06,0.06
2019-03-16,0.06,0.06,0.06,0.06
2019-03-15,0.06,0.06,0.06,0.06
2019-03-14,0.06,0.06,0.06,0.05
2019-03-13,0.06,0.06,0.06,0.05
2019-03-12,0.06,0.06,0.06,0.05
2019-03-11,0.06,0.06,0.06,0.05
2019-03-10,0.06,0.06,0.06,0.06
2019-03-09,0.06,0.05,0.06,0.05
2019-03-08,0.05,0.05,0.05,0.05
2019-03-07,0.05,0.05,0.05,0.05
2019-03-06,0.05,0.05,0.05,0.05
2019-03-05,0.05,0.05,0.05,0.05
2019-03-04,0.05,0.05,0.05,0.05
2019-03-03,0.05,0.05,0.05,0.05
2019-03-02,0.05,0.05,0.05,0.05
2019-03-01,0.05,0.05,0.05,0.04
2019-02-28,0.05,0.05,0.05,0.05
2019-02-27,0.05,0.05,0.05,0.05
2019-02-26,0.05,0.06,0.06,0.05
2019-02-25,0.06,0.05,0.06,0.05
2019-02-24,0.05,0.05,0.05,0.04
2019-02-23,0.05,0.06,0.06,0.05
2019-02-22,0.06,0.05,0.06,0.05
2019-02-21,0.05,0.06,0.06,0.05
2019-02-20,0.06,0.06,0.06,0.05
2019-02-19,0.06,0.05,0.06,0.05
2019-02-18,0.05,0.05,0.06,0.05
2019-02-17,0.05,0.06,0.06,0.05
2019-02-16,0.06,0.06,0.06,0.05
2019-02-15,0.06,0.07,0.07,0.06
2019-02-14,0.07,0.07,0.07,0.07
2019-02-13,0.07,0.07,0.07,0.06
2019-02-12,0.07,0.07,0.07,0.07
2019-02-11,0.07,0.07,0.08,0.07
2019-02-10,0.07,0.08,0.08,0.06
2019-02-09,0.08,0.08,0.09,0.06
2019-02-08,0.08,0.06,0.09,0.05
2019-02-07,0.06,0.05,0.06,0.04
2019-02-06,0.05,0.05,0.05,0.04
2019-02-05,0.05,0.04,0.06,0.04
2019-02-04,0.04,0.03,0.04,0.03
2019-02-03,0.03,0.03,0.04,0.03
2019-02-02,0.03,0.04,0.04,0.03
2019-02-01,0.04,0.03,0.05,0.03
2019-01-31,0.03,0.05,0.05,0.02
2019-01-30,0.05,0.04,0.08,0.03
2019-01-29,0.04,0.01,0.04,0.01
2019-01-28,0.01,0.01,0.01,0.01
2019-01-27,0.01,0.01,0.01,0.01
2019-01-26,0.01,0.01,0.01,0.01
2019-01-25,0.01,0.01,0.01,0.01
2019-01-24,0.01,0.01,0.01,0.01
2019-01-23,0.01,0.01,0.01,0.01
2019-01-22,0.01,0.01,0.01,0.01
2019-01-21,0.01,0.01,0.01,0.01
2019-01-20,0.01,0.01,0.01,0.01
2019-01-19,0.01,0.01,0.01,0.01
2019-01-18,0.01,0.01,0.01,0.01
2019-01-17,0.01,0.01,0.01,0.01
2019-01-16,0.01,0.01,0.01,0.01
2019-01-15,0.01,0.01,0.01,0.01
2019-01-14,0.01,0.01,0.01,0.01
2019-01-13,0.01,0.01,0.01,0.01
2019-01-12,0.01,0.01,0.01,0.01
2019-01-11,0.01,0.01,0.01,0.01
2019-01-10,0.01,0.01,0.01,0.01
2019-01-09,0.01,0.01,0.01,0.01
2019-01-08,0.01,0.01,0.01,0.01
2019-01-07,0.01,0.01,0.01,0.01
2019-01-06,0.01,0.01,0.01,0.01
2019-01-05,0.01,0.01,0.01,0.01
2019-01-04,0.01,0.01,0.01,0.01
2019-01-03,0.01,0.01,0.01,0.01
2019-01-02,0.01,0.00,0.01,0.00
2019-01-01,0.00,0.00,0.00,0.00
2018-12-31,0.00,0.00,0.00,0.00
2018-12-30,0.00,0.00,0.00,0.00
2018-12-29,0.00,0.00,0.00,0.00
2018-12-28,0.00,0.00,0.00,0.00
2018-12-27,0.00,0.00,0.00,0.00
2018-12-26,0.00,0.00,0.00,0.00
2018-12-25,0.00,0.00,0.00,0.00
2018-12-24,0.00,0.00,0.00,0.00
2018-12-23,0.00,0.00,0.00,0.00
2018-12-22,0.00,0.00,0.01,0.00
2018-12-21,0.00,0.00,0.00,0.00
2018-12-20,0.00,0.00,0.00,0.00
2018-12-19,0.00,0.00,0.00,0.00
2018-12-18,0.00,0.00,0.00,0.00
2018-12-17,0.00,0.00,0.00,0.00
2018-12-16,0.00,0.00,0.00,0.00
2018-12-15,0.00,0.00,0.00,0.00
2018-12-14,0.00,0.00,0.00,0.00
2018-12-13,0.00,0.00,0.00,0.00
2018-12-12,0.00,0.00,0.00,0.00
2018-12-11,0.00,0.00,0.00,0.00
2018-12-10,0.00,0.00,0.00,0.00
2018-12-09,0.00,0.00,0.00,0.00
2018-12-08,0.00,0.00,0.00,0.00
2018-12-07,0.00,0.00,0.00,0.00
2018-12-06,0.00,0.00,0.00,0.00
2018-12-05,0.00,0.00,0.00,0.00
2018-12-04,0.00,0.00,0.00,0.00
2018-12-03,0.00,0.00,0.00,0.00
2018-12-02,0.00,0.00,0.00,0.00
2018-12-01,0.00,0.00,0.00,0.00
2018-11-30,0.00,0.00,0.00,0.00
2018-11-29,0.00,0.00,0.00,0.00
2018-11-28,0.00,0.00,0.00,0.00
2018-11-27,0.00,0.00,0.00,0.00
2018-11-26,0.00,0.00,0.00,0.00
2018-11-25,0.00,0.00,0.00,0.00
2018-11-24,0.00,0.00,0.00,0.00
2018-11-23,0.00,0.00,0.00,0.00
2018-11-22,0.00,0.00,0.00,0.00
2018-11-21,0.00,0.00,0.00,0.00
2018-11-20,0.00,0.00,0.00,0.00
2018-11-19,0.00,0.00,0.00,0.00
2018-11-18,0.00,0.00,0.00,0.00
2018-11-17,0.00,0.00,0.00,0.00
2018-11-16,0.00,0.00,0.00,0.00
2018-11-15,0.00,0.00,0.00,0.00
2018-11-14,0.00,0.00,0.00,0.00
2018-11-13,0.00,0.00,0.00,0.00
2018-11-12,0.00,0.00,0.00,0.00
2018-11-11,0.00,0.00,0.00,0.00
2018-11-10,0.00,0.00,0.00,0.00
2018-11-09,0.00,0.00,0.00,0.00
2018-11-08,0.00,0.00,0.00,0.00
2018-11-07,0.00,0.00,0.00,0.00
2018-11-06,0.00,0.00,0.00,0.00
2018-11-05,0.00,0.00,0.00,0.00
2018-11-04,0.00,0.00,0.00,0.00
2018-11-03,0.00,0.00,0.00,0.00
2018-11-02,0.00,0.00,0.00,0.00
2018-11-01,0.00,0.00,0.00,0.00
2018-10-31,0.00,0.00,0.00,0.00
2018-10-30,0.00,0.00,0.00,0.00
2018-10-29,0.00,0.00,0.00,0.00
2018-10-28,0.00,0.00,0.00,0.00
2018-10-27,0.00,0.00,0.00,0.00
2018-10-26,0.00,0.00,0.00,0.00
2018-10-25,0.00,0.00,0.00,0.00
2018-10-24,0.00,0.00,0.00,0.00
2018-10-23,0.00,0.00,0.00,0.00
2018-10-22,0.00,0.00,0.00,0.00
2018-10-21,0.00,0.00,0.00,0.00
2018-10-20,0.00,0.00,0.00,0.00
2018-10-19,0.00,0.00,0.00,0.00
2018-10-18,0.00,0.00,0.00,0.00
2018-10-17,0.00,0.00,0.00,0.00
2018-10-16,0.00,0.00,0.00,0.00
2018-10-15,0.00,0.00,0.00,0.00
2018-10-14,0.00,0.00,0.00,0.00
2018-10-13,0.00,0.00,0.00,0.00
2018-10-12,0.00,0.00,0.00,0.00
2018-10-11,0.00,0.00,0.00,0.00
2018-10-10,0.00,0.00,0.00,0.00
2018-10-09,0.00,0.00,0.00,0.00
2018-10-08,0.00,0.00,0.00,0.00
2018-10-07,0.00,0.00,0.00,0.00
2018-10-06,0.00,0.00,0.00,0.00
2018-10-05,0.00,0.00,0.00,0.00
2018-10-04,0.00,0.00,0.00,0.00
2018-10-03,0.00,0.00,0.00,0.00
2018-10-02,0.00,0.00,0.00,0.00
2018-10-01,0.00,0.00,0.00,0.00
2018-09-30,0.00,0.00,0.00,0.00
2018-09-29,0.00,0.00,0.00,0.00
2018-09-28,0.00,0.00,0.00,0.00
2018-09-27,0.00,0.00,0.00,0.00
2018-09-26,0.00,0.00,0.00,0.00
2018-09-25,0.00,0.00,0.00,0.00
2018-09-24,0.00,0.00,0.00,0.00
2018-09-23,0.00,0.00,0.00,0.00
2018-09-22,0.00,0.00,0.00,0.00
2018-09-21,0.00,0.00,0.00,0.00
2018-09-20,0.00,0.00,0.00,0.00
2018-09-19,0.00,0.00,0.00,0.00
2018-09-18,0.00,0.00,0.00,0.00
2018-09-17,0.00,0.00,0.00,0.00
2018-09-16,0.00,0.00,0.00,0.00
2018-09-15,0.00,0.00,0.00,0.00
2018-09-14,0.00,0.00,0.00,0.00
2018-09-13,0.00,0.00,0.00,0.00
2018-09-12,0.00,0.00,0.00,0.00
2018-09-11,0.00,0.00,0.00,0.00
2018-09-10,0.00,0.00,0.00,0.00
2018-09-09,0.00,0.00,0.00,0.00
2018-09-08,0.00,0.00,0.00,0.00
2018-09-07,0.00,0.00,0.00,0.00
2018-09-06,0.00,0.00,0.00,0.00
2018-09-05,0.00,0.00,0.00,0.00
2018-09-04,0.00,0.00,0.00,0.00
2018-09-03,0.00,0.00,0.00,0.00
2018-09-02,0.00,0.00,0.00,0.00
